Tempo;MV;PV_sim;PV_modelo
42.0;5.0;8.664788660620443;8.565664274661845
42.5;5.0;8.708834927222794;8.73840716275219
43.0;5.0;8.99201353966624;8.90810934772416
43.5;5.0;8.993766773741642;9.074795671125141
44.0;5.0;9.242858525040859;9.238493790464457
44.5;5.0;9.413202002032133;9.399233813794684
45.0;5.0;9.516333830248058;9.557047970522623
45.5;5.0;9.721559667028137;9.711970315017654
46.0;5.0;9.901671789275813;9.864036459907387
46.5;5.0;10.052946132077496;10.01328333624256
47.0;5.0;10.069895946567106;10.15974897797766
47.5;5.0;10.336386371721755;10.303472328453728
48.0;5.0;10.454515403754218;10.444493066787041
48.5;5.0;10.529709213740428;10.58285145226447
49.0;5.0;10.727722963076394;10.718588185024721
49.5;5.0;10.84984971960572;10.851744281466676
50.0;5.0;11.02997762436356;10.98236096297244
50.5;5.0;11.121957900344219;11.110479556665831
51.0;5.0;11.165915680944158;11.236141407047324
51.5;5.0;11.31560663322812;11.35938779745571
52.0;5.0;11.529032096341352;11.480259880405594
52.5;5.0;11.56406996806714;11.59879861593953
53.0;5.0;11.70186116320176;11.715044717214813
53.5;5.0;11.842268812539116;11.829038602618555
54.0;5.0;11.966938780828826;11.940820353771427
54.5;5.0;12.066145025012002;12.050429678840848
55.0;5.0;12.24951810155244;12.157905880639237
55.5;5.0;12.28107012613071;12.263287829032546
56.0;5.0;12.276951316782677;12.36661393722931
56.5;5.0;12.470505259648208;12.467922141561184
57.0;5.0;12.505727285111886;12.567249884402877
57.5;5.0;12.652203334701621;12.664634099912893
58.0;5.0;12.788908489659685;12.760111202306735
58.5;5.0;12.86975225322247;12.853717076401795
59.0;5.0;12.88707260193254;12.945487070197961
59.5;5.0;13.059027399509095;13.035455989280594
60.0;5.0;13.087172352974482;13.123658092852887
60.5;5.0;13.195320954690862;13.210127091223198
61.0;5.0;13.31929356841495;13.294896144589664
61.5;5.0;13.39732852717631;13.377997862979612
62.0;5.0;13.481030480943621;13.459464307215047
62.5;5.0;13.520490368586735;13.539326990787929
63.0;5.0;13.606344831723273;13.617616882540291
63.5;5.0;13.729166690381632;13.6943644100544
64.0;5.0;13.79647143017951;13.769599463667486
64.5;5.0;13.861389658684823;13.843351401033916
65.0;5.0;13.984624428897671;13.915649052165262
65.5;5.0;14.004671698117992;13.986520724885635
66.0;5.0;13.99426978304281;14.055994210645816
66.5;5.0;14.092383416489595;14.124096790645417
67.0;5.0;14.179207892050284;14.190855242217328
67.5;5.0;14.260387830111025;14.256295845433367
68.0;5.0;14.313060137326197;14.320444389894247
68.5;5.0;14.47399624418901;14.38332618167066
69.0;5.0;14.388754924891336;14.444966050365803
69.5;5.0;14.486108807060722;14.505388356272698
70.0;5.0;14.532492119123795;14.564616997602462
70.5;5.0;14.632859504460177;14.62267541776222
71.0;5.0;14.724761523442654;14.679586612663654
71.5;5.0;14.778608864659178;14.735373138045215
72.0;5.0;14.759667081807493;14.79005711679291
72.5;5.0;14.802289345707091;14.843660246246257
73.0;5.0;14.937334635110803;14.896203805477542
73.5;5.0;14.935196332325598;14.947708662533845
74.0;5.0;14.925012941278878;14.998195281632594
74.5;5.0;15.10039909711205;15.047683730302492
75.0;5.0;15.110859236701469;15.09619368646268
75.5;5.0;15.192276085446599;15.143744445433912
76.0;5.0;15.229261419697771;15.190354926876344
76.5;5.0;15.26359448355151;15.236043681649258
77.0;5.0;15.241568504259812;15.28082889858873
77.5;5.0;15.358807480582607;15.324728411199853
78.0;5.0;15.362266214457957;15.367759704260612
78.5;5.0;15.37437203858651;15.409939920335075
79.0;5.0;15.449005856871091;15.451285866193931
79.5;5.0;15.490368358428517;15.491814019140804
80.0;5.0;15.436785708871115;15.531540533243161
80.5;5.0;15.60277096552847;15.570481245466903
81.0;5.0;15.5321605584889;15.608651681714004
81.5;5.0;15.704090787666566;15.646067062762867
82.0;5.0;15.6618800795081;15.682742310111186
82.5;5.0;15.766816955430873;15.718692051721444
83.0;5.0;15.702602149424981;15.75393062766919
83.5;5.0;15.767865019781116;15.788472095694525
84.0;5.0;15.911402412334558;15.822330236657283
84.5;5.0;15.76119735298896;15.855518559896586
85.0;5.0;15.916102402654936;15.888050308495446
85.5;5.0;15.921134933495123;15.919938464451313
86.0;5.0;15.90712009404245;15.951195753753467
86.5;5.0;15.997729527850359;15.981834651368223
87.0;5.0;15.945916513687319;16.011867386133012
87.5;5.0;16.038863407704536;16.041305945560445
88.0;5.0;16.05300450692556;16.07016208055348
88.5;5.0;16.18598464203092;16.0984473100329
89.0;5.0;16.153567665840495;16.126172925478294
89.5;5.0;16.0823375022236;16.15334999538379
90.0;5.0;16.171317044930166;16.179989369629773
90.5;5.0;16.265026694451656;16.206101683771912
91.0;5.0;16.21171133850335;16.231697363248696
91.5;5.0;16.29186890787891;16.256786627508877
92.0;5.0;16.298006684858013;16.281379494060005
92.5;5.0;16.249735706198198;16.305485782439444
93.0;5.0;16.36510579671059;16.32911511810909
93.5;5.0;16.270829899143276;16.352276936275164
94.0;5.0;16.327302612433833;16.374980485634282
94.5;5.0;16.415493065788837;16.397234832047136
95.0;5.0;16.487066566003172;16.41904886214105
95.5;5.0;16.466695977043948;16.440431286842685
96.0;5.0;16.36998230369973;16.46139064484207
96.5;5.0;16.490132805205484;16.481935305989325
97.0;5.0;16.518007151559058;16.502073474625156
97.5;5.0;16.483249143999828;16.521813192846466
98.0;5.0;16.56369244092543;16.541162343708177
98.5;5.0;16.605656507926152;16.5601286543625
99.0;5.0;16.5454123908258;16.578719699136794
99.5;5.0;16.665577205186732;16.59694290255116
100.0;5.0;16.581123009702818;16.61480554227694
100.5;5.0;16.639868901470802;16.632314752037182
101.0;5.0;16.72722622420926;16.649477524450187
101.5;5.0;16.711476202567248;16.66630071381726
102.0;5.0;16.7407987459504;16.682791038855665
102.5;5.0;16.768740416999744;16.698955085377882
103.0;5.0;16.697163199789394;16.714799308918145
103.5;5.0;16.627188476629634;16.73033003730735
104.0;5.0;16.727469824336815;16.745553473197244
104.5;5.0;16.758419255381796;16.760475696534915
105.0;5.0;16.737793033837438;16.775102666988552
105.5;5.0;16.84702518056843;16.7894402263254
106.0;5.0;16.781692113355767;16.803494100742835
106.5;5.0;16.777813453006296;16.817269903153505
107.0;5.0;16.75702296745849;16.830773135425364
107.5;5.0;16.887444881796725;16.844009190577545
108.0;5.0;16.839016539051375;16.856983354932904
108.5;5.0;16.891311840097746;16.869700810228075
109.0;5.0;16.870531819070173;16.88216663568188
109.5;5.0;16.838777902742805;16.894385810022893
110.0;5.0;16.901105578006355;16.90636321347698
110.5;5.0;16.978387335797194;16.91810362971558
111.0;5.0;16.945903252070025;16.929611747765517
111.5;5.0;16.875579777789664;16.940892163881056
112.0;5.0;16.955351047527177;16.951949383378995
112.5;5.0;16.888249784667632;16.962787822437505
113.0;5.0;16.994231227942226;16.973411809859407
113.5;5.0;16.948584324461198;16.983825588800585
114.0;5.0;16.954725175341174;16.994033318464286
114.5;5.0;16.925391712180684;17.00403907576189
115.0;5.0;17.117829949840047;17.01384685694086
115.5;5.0;16.97901182842009;17.023460579180504
116.0;5.0;17.068942339661483;17.03288408215621
116.5;5.0;17.05475716710017;17.042121129572735
117.0;5.0;17.065342391996975;17.051175410667163
117.5;5.0;17.027321475956626;17.06005054168217
118.0;5.0;17.0899411835485;17.068750067310155
118.5;5.0;17.05001575452398;17.077277462108793
119.0;5.0;17.148599921229053;17.085636131888602
119.5;5.0;17.04536557001345;17.093829415073078
120.0;5.0;17.07640980611258;17.101860584031897
120.5;5.0;17.11747700090647;17.10973284638781
121.0;5.0;17.032274776702796;17.117449346297626
121.5;5.0;17.110841967953878;17.125013165707877
122.0;5.0;17.1312089027158;17.132427325585677
122.5;5.0;17.209654399535644;17.13969478712518
123.0;5.0;17.14018826614874;17.146818452930223
123.5;5.0;17.139455734998922;17.153801168173533
124.0;5.0;17.198669726682343;17.160645721733047
124.5;5.0;17.20139315581273;17.167354847305706
125.0;5.0;17.141662356062678;17.173931224499245
125.5;5.0;17.190738705596154;17.180377479902397
126.0;5.0;17.252120021900655;17.18669618813388
126.5;5.0;17.235582175061325;17.192889872870662
127.0;5.0;17.203616038308166;17.198961007855893
127.5;5.0;17.125403391639512;17.20491201788687
128.0;5.0;17.209223202257217;17.21074527978348
128.5;5.0;17.280088287893342;17.216463123337466
129.0;5.0;17.187632932251176;17.222067832242907
129.5;5.0;17.17914279360126;17.22756164500832
130.0;5.0;17.24535605689603;17.232946755850687
130.5;5.0;17.154538528252786;17.238225315571807
131.0;5.0;17.298888028819963;17.24339943241731
131.5;5.0;17.1767080586124;17.24847117291866
132.0;5.0;17.348562771262355;17.25344256271853
132.5;5.0;17.28133660537028;17.258315587379805
133.0;5.0;17.236137943504982;17.263092193178633
133.5;5.0;17.260289829554694;17.267774287881714
134.0;5.0;17.216652144789087;17.272363741508293
134.5;5.0;17.2973151332208;17.276862387077006
135.0;5.0;17.26883225128156;17.28127202133798
135.5;5.0;17.27094442562085;17.285594405490457
136.0;5.0;17.278930673572614;17.289831265886207
136.5;5.0;17.312655779331553;17.293984294719003
137.0;5.0;17.25797152338446;17.298055150700506
137.5;5.0;17.331944058334997;17.302045459722734
138.0;5.0;17.320338890182782;17.305956815507418
138.5;5.0;17.38219660756215;17.309790780242558
139.0;5.0;17.300951507433446;17.313548885206338
139.5;5.0;17.26130513316387;17.317232631378722
140.0;5.0;17.330656785712645;17.32084349004093
140.5;5.0;17.24362345757643;17.32438290336306
141.0;5.0;17.329300508011443;17.327852284980107
141.5;5.0;17.356685681173374;17.331253020556545
142.0;5.0;17.35776005331413;17.334586468339754
142.5;5.0;17.37103909736846;17.337853959702525
143.0;5.0;17.275079170256465;17.341056799674774
143.5;5.0;17.287723679143152;17.344196267464792
144.0;5.0;17.33687799738606;17.347273616970146
144.5;5.0;17.275370923641823;17.35029007727848
145.0;5.0;17.323586483815834;17.35324685315842
145.5;5.0;17.34325829722852;17.356145125540753
146.0;5.0;17.47427397347457;17.35898605199007
146.5;5.0;17.299891693147902;17.361770767167123
147.0;5.0;17.32963592695763;17.36450038328198
147.5;5.0;17.322279110851962;17.367175990538264
148.0;5.0;17.412677100021916;17.36979865756855
148.5;5.0;17.352480004861274;17.372369431861195
149.0;5.0;17.374039375976647;17.374889340178694
149.5;5.0;17.355255761225088;17.377359388967776
150.0;5.0;17.431512110042682;17.37978056476136
150.5;5.0;17.39451809333619;17.382153834572588
151.0;5.0;17.335776717687644;17.384480146281046
151.5;5.0;17.440308957170505;17.386760429011336
152.0;5.0;17.402283910300092;17.388995593504177
152.5;5.0;17.343363556644807;17.391186532480145
153.0;5.0;17.349098079392522;17.393334120996233
153.5;5.0;17.384958380794288;17.395439216795342
154.0;5.0;17.37727005380221;17.397502660648854
154.5;5.0;17.447772191097386;17.39952527669245
155.0;5.0;17.399014515718605;17.401507872755253
155.5;5.0;17.370256460086164;17.403451240682486
156.0;5.0;17.37088184125718;17.405356156651727
156.5;5.0;17.43982136379184;17.407223381482904
157.0;5.0;17.336749630371663;17.40905366094219
157.5;5.0;17.359113800421408;17.410847726039833
158.0;5.0;17.401926744146802;17.412606293322142
158.5;5.0;17.43119748820383;17.414330065157653
159.0;5.0;17.403912024275186;17.416019730017673
159.5;5.0;17.529187738653558;17.417675962751243
160.0;5.0;17.404493669641987;17.419299424854675
160.5;5.0;17.39881462777019;17.42089076473575
161.0;5.0;17.516857674546912;17.422450617972697
161.5;5.0;17.506125877608806;17.423979607568036
162.0;5.0;17.460101313328227;17.4254783441974
162.5;5.0;17.446909433572806;17.426947426453456
163.0;5.0;17.313623327458224;17.428387441084954
163.5;5.0;17.47492352064605;17.429798963231097
164.0;5.0;17.40811580862194;17.43118255665124
164.5;5.0;17.45327200784393;17.432538773950053
165.0;5.0;17.452846754943085;17.433868156798244
165.5;5.0;17.46661808422825;17.43517123614888
166.0;5.0;17.3981141831885;17.43644853244946
166.5;5.0;17.43908443688765;17.437700555849787
167.0;5.0;17.47887989244707;17.438927806405708
167.5;5.0;17.543822953543923;17.440130774278842
168.0;5.0;17.473655975980886;17.441309939932353
168.5;5.0;17.484771018154436;17.442465774322844
169.0;5.0;17.398788349683077;17.443598739088443
169.5;5.0;17.433137175366944;17.444709286733204
170.0;5.0;17.499144069628027;17.445797860807815
170.5;5.0;17.41332359070018;17.44686489608677
171.0;5.0;17.500832762712683;17.447910818742
171.5;5.0;17.493933718652652;17.448936046513094
172.0;5.0;17.53014275528532;17.449940988874147
172.5;5.0;17.44315766797153;17.45092604719729
173.0;5.0;17.419247458912395;17.451891614913013
173.5;5.0;17.511786959928706;17.452838077667295
174.0;5.0;17.531931426035243;17.45376581347562
174.5;5.0;17.453128447683184;17.454675192873967
175.0;5.0;17.448556652706642;17.455566579066804
175.5;5.0;17.514973813504927;17.45644032807214
176.0;5.0;17.52967625997031;17.457296788863726
176.5;5.0;17.52825442455982;17.458136303510432
177.0;5.0;17.42825699236703;17.45895920731287
177.5;5.0;17.430881004811138;17.459765828937304
178.0;5.0;17.491855676165578;17.46055649054694
178.5;5.0;17.502700121508855;17.461331507930566
179.0;5.0;17.486939836541673;17.46209119062871
179.5;5.0;17.524100551913016;17.462835842057242
180.0;5.0;17.49559875616215;17.463565759628587
180.5;5.0;17.532117117484994;17.464281234870477
181.0;5.0;17.469987576835162;17.464982553542413
181.5;5.0;17.46735964088579;17.46566999574979
182.0;5.0;17.443141230181702;17.46634383605576
182.5;5.0;17.501700339421305;17.467004343590908
183.0;5.0;17.590830807391818;17.467651782160733
183.5;5.0;17.46972577736574;17.46828641035101
184.0;5.0;17.446969197379126;17.46890848163108
184.5;5.0;17.54267570093566;17.469518244455067
185.0;5.0;17.4600412619731;17.470115942361126
185.5;5.0;17.483741294104494;17.470701814068708
186.0;5.0;17.44134720540861;17.471276093573895
186.5;5.0;17.573493198694546;17.471839010242867
187.0;5.0;17.451546270653175;17.472390788903514
187.5;5.0;17.435010578897746;17.472931649935216
188.0;5.0;17.594033106077074;17.473461809356884
188.5;5.0;17.501952467632847;17.473981478913213
189.0;5.0;17.395812413851488;17.47449086615927
189.5;5.0;17.464434844430652;17.474990174543393
190.0;5.0;17.5131315058021;17.47547960348843
190.5;5.0;17.532110719268996;17.47595934847141
191.0;5.0;17.525439788085293;17.476429601101593
191.5;5.0;17.463477068089173;17.47689054919702
192.0;5.0;17.438765976503696;17.477342376859518
192.5;5.0;17.409811214983623;17.47778526454822
193.0;5.0;17.4889727537781;17.478219389151665
193.5;5.0;17.51504878506957;17.47864492405842
194.0;5.0;17.439498646773433;17.479062039226342
194.5;5.0;17.48946796112051;17.47947090125047
195.0;5.0;17.46816854275593;17.479871673429546
195.5;5.0;17.482471851871694;17.480264515831244
196.0;5.0;17.49619439842111;17.4806495853561
196.5;5.0;17.446023192620828;17.48102703580017
197.0;5.0;17.464503411164397;17.481397017916475
197.5;5.0;17.469264194483564;17.48175967947519
198.0;5.0;17.42300743208238;17.48211516532268
198.5;5.0;17.471903599434313;17.482463617439336
199.0;5.0;17.508193852224913;17.482805174996297
199.5;5.0;17.459101162735628;17.48313997441103
200.0;5.0;17.51297273587772;17.483468149401805
200.5;5.0;17.480271490972722;17.483789831041108
201.0;5.0;17.49756727247326;17.484105147807995
201.5;5.0;17.385497011495154;17.484414225639405
202.0;5.0;17.51615761116848;17.484717187980465
202.5;5.0;17.50078607416303;17.48501415583377
203.0;5.0;17.452083621899526;17.48530524780774
203.5;5.0;17.52374127449212;17.485590580163972
204.0;5.0;17.435012828455488;17.485870266863692
204.5;5.0;17.548633686151497;17.48614441961325
205.0;5.0;17.450850321154725;17.486413147908753
205.5;5.0;17.467989470736672;17.48667655907979
206.0;5.0;17.361469648059714;17.486934758332296
206.5;5.0;17.505820948809156;17.487187848790583
207.0;5.0;17.403193886793503;17.48743593153852
207.5;5.0;17.475245197179156;17.487679105659893
208.0;5.0;17.511044127924325;17.487917468278006
208.5;5.0;17.510562554659693;17.488151114594448
209.0;5.0;17.563887963122408;17.48838013792713
209.5;5.0;17.412899305263423;17.488604629747556
210.0;5.0;17.415872880864352;17.488824679717343
210.5;5.0;17.425702824567885;17.48904037572404
211.0;5.0;17.480508969948467;17.489251803916254
211.5;5.0;17.4950425456447;17.489459048738002
212.0;5.0;17.47104780003556;17.489662192962488
212.5;5.0;17.481145644230786;17.489861317725143
213.0;5.0;17.536128836930548;17.490056502556037
213.5;5.0;17.452733719790007;17.49024782541163
214.0;5.0;17.533995019890234;17.49043536270592
214.5;5.0;17.50004636256302;17.490619189340958
215.0;5.0;17.497261325251912;17.490799378736764
215.5;5.0;17.46483096568028;17.490976002860656
216.0;5.0;17.487721846663195;17.49114913225598
216.5;5.0;17.542103988126943;17.491318836070306
217.0;5.0;17.45260433970191;17.491485182083018
217.5;5.0;17.50930533580901;17.491648236732413
218.0;5.0;17.42563297533369;17.49180806514222
218.5;5.0;17.52070888385634;17.491964731147615
219.0;5.0;17.49666827661702;17.492118297320708
219.5;5.0;17.446482308312735;17.492268824995545
220.0;5.0;17.43658443452706;17.49241637429261
220.5;5.0;17.562529114067132;17.492561004142818
221.0;5.0;17.49725496906544;17.492702772311066
221.5;5.0;17.504441397193695;17.492841735419304
222.0;5.0;17.54413300804727;17.49297794896914
222.5;5.0;17.349660695163163;17.49311146736402
223.0;5.0;17.532107814687762;17.493242343930934
223.5;5.0;17.439961028155455;17.493370630941758
224.0;5.0;17.467721550473655;17.493496379634077
224.5;5.0;17.516467087574995;17.493619640231696
225.0;5.0;17.48803580240705;17.493740461964666
225.5;5.0;17.587012869324827;17.49385889308897
226.0;5.0;17.548189806477854;17.49397498090578
226.5;5.0;17.376293839220146;17.49408877178036
227.0;5.0;17.496912660904865;17.49420031116057
227.5;5.0;17.487671556306054;17.494309643595038
228.0;5.0;17.5267423896202;17.49441681275094
228.5;5.0;17.359265983700613;17.49452186143144
229.0;5.0;17.41947230948177;17.494624831592787
229.5;5.0;17.623887312940177;17.49472576436107
230.0;5.0;17.50781248404983;17.494824700048657
230.5;5.0;17.52608262565489;17.494921678170282
231.0;5.0;17.464558818780468;17.495016737458826
231.5;5.0;17.538278086568358;17.495109915880793
232.0;5.0;17.446534295565947;17.495201250651473
232.5;5.0;17.4801829939545;17.495290778249807
233.0;5.0;17.527011128937925;17.49537853443296
233.5;5.0;17.5335712263519;17.49546455425058
234.0;5.0;17.539739159689955;17.495548872058837
234.5;5.0;17.515944420868426;17.4956315215341
235.0;5.0;17.506858944460532;17.49571253568642
235.5;5.0;17.44831998385746;17.4957919468727
236.0;5.0;17.5064103999644;17.49586978680962
236.5;5.0;17.468789204323407;17.495946086586315
237.0;5.0;17.503854635920707;17.496020876676774
237.5;5.0;17.465371968382126;17.496094186952014
238.0;5.0;17.521732211003393;17.496166046692036
238.5;5.0;17.452863307487615;17.496236484597482
239.0;5.0;17.45322169136443;17.496305528801123
239.5;5.0;17.466447740799616;17.49637320687909
240.0;5.0;17.526524997464552;17.496439545861875
240.5;5.0;17.508812080000315;17.496504572245154
241.0;5.0;17.549403828002415;17.496568312000345
241.5;5.0;17.487411356662907;17.496630790584987
242.0;5.0;17.42250853118596;17.496692032952915
242.5;5.0;17.382377278006814;17.496752063564212
243.0;5.0;17.539271837105694;17.496810906395
243.5;5.0;17.448253463073005;17.496868584947
244.0;5.0;17.45673866722476;17.49692512225691
244.5;5.0;17.525388720307387;17.496980540905636
245.0;5.0;17.537116840812473;17.497034863027285
245.5;5.0;17.523167958094263;17.497088110318007
246.0;5.0;17.561279471730685;17.497140304044674
246.5;5.0;17.50482500784368;17.49719146505337
247.0;5.0;17.402826388253196;17.497241613777703
247.5;5.0;17.511775133088356;17.497290770246984
248.0;5.0;17.44328938794083;17.49733895409421
248.5;5.0;17.438821093201657;17.497386184563933
249.0;5.0;17.480499720627755;17.497432480519908
249.5;5.0;17.56951246406612;17.49747786045266
